limit_bal,gender,education,marriage,age,pay_stat_sep,pay_stat_aug,pay_stat_jul,pay_stat_jun,pay_stat_may,pay_stat_apr,bill_amt_sep,bill_amt_aug,bill_amt_jul,bill_amt_jun,bill_amt_may,bill_amt_apr,pay_amt_sep,pay_amt_aug,pay_amt_jul,pay_amt_jun,pay_amt_may,pay_amt_apr,pay_status_total,total_bill_amount,total_paid_amount,default
340000,1,2.0,1.0,42,0,0,0,0,0,0,76166,83909,169911,130718,131684,126223,10000,115000,5000,6000,10000,10000,0,718611,156000,0
130000,1,1.0,2.0,26,1,-1,2,2,-1,-1,-888,5806,888,0,5087,3103,6694,0,0,5087,3103,2490,2,13996,17374,0
250000,1,1.0,2.0,30,0,0,0,0,0,0,73936,106903,174837,81376,61474,27864,40000,85756,35153,4236,6080,88,0,526390,171313,0
180000,1,1.0,2.0,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0
50000,2,2.0,1.0,30,0,0,0,0,0,2,25422,26456,27835,29070,30891,54741,1450,1800,2000,2600,0,2020,2,194415,9870,1
270000,1,2.0,1.0,39,-1,0,-1,-1,-1,-2,18232,24290,11452,2295,0,0,14341,14468,2295,0,0,0,-6,56269,31104,0
210000,1,2.0,2.0,34,0,0,0,0,-1,-1,24708,21544,41616,34833,17628,2400,1995,21067,14492,17680,2407,497,-2,142729,58138,0
180000,1,2.0,2.0,30,0,0,0,0,0,0,145563,147348,143548,133408,136481,140008,10035,5096,5000,5200,6024,5015,0,846356,36370,0
150000,2,1.0,2.0,37,0,0,0,0,0,0,127111,106956,106129,106531,107062,109938,3878,3794,3783,3892,4662,3500,0,663727,23509,0
250000,2,2.0,1.0,25,0,0,0,0,0,0,13358,19102,23681,20869,25490,31258,6000,5000,4000,5000,6000,5000,0,133758,31000,0
390000,1,1.0,1.0,36,-2,-2,-2,-2,-2,-2,8040,7818,8051,-5,1965,3088,7857,8091,0,990,3108,8486,-12,28957,28532,0
120000,2,2.0,1.0,33,1,-2,-2,-2,-1,-1,0,0,0,0,197,0,0,0,0,197,0,0,-7,197,197,0
500000,2,1.0,1.0,38,0,0,0,0,0,0,238708,313903,323841,319331,316208,304388,90012,28000,15000,9494,108914,18200,0,1816379,269620,0
130000,2,3.0,1.0,26,0,0,0,0,0,0,131724,130186,124530,115800,98268,83729,5510,8970,5239,5234,4000,4000,0,684237,32953,1
230000,2,1.0,2.0,37,-2,-2,-2,-2,-2,-2,2283,50815,0,0,299,338,51315,0,0,299,338,0,-12,53735,51952,0
320000,1,1.0,1.0,33,-2,-2,-2,-2,-2,-2,1877,4094,4664,3878,22483,4097,4114,4687,3985,22595,4117,5838,-12,41093,45336,0
410000,1,2.0,1.0,63,0,0,0,0,0,0,429392,425895,411492,371539,308888,240970,15120,16284,16524,10320,8525,6739,0,2188176,73512,1
180000,1,2.0,2.0,36,0,0,0,0,0,0,134496,136613,133557,129909,133043,133835,6600,6600,6000,6000,6000,5000,0,801453,36200,0
10000,2,2.0,1.0,29,0,0,0,0,0,0,6176,6512,7447,8777,8956,9731,1265,1200,1500,400,1000,273,0,47599,5638,0
230000,2,2.0,1.0,45,-1,-1,-1,-1,-1,0,12047,17091,8743,31886,14893,8343,17094,8786,32467,14893,0,8968,-5,93003,82208,0
90000,2,2.0,2.0,24,0,0,0,0,0,0,35411,17417,26046,10689,12455,15181,10000,14790,5000,5249,9932,0,0,117199,44971,0
80000,1,1.0,1.0,53,0,-1,0,0,0,2,9527,42908,42108,30610,32396,31743,42908,2400,1900,2600,0,2700,1,189292,52508,0
180000,2,1.0,2.0,26,-1,-1,-1,-1,-1,-1,2049,0,351,631,13359,384,0,351,631,13359,384,487,-6,16774,15212,0
300000,2,2.0,2.0,32,0,0,0,0,0,0,114690,117682,120777,123835,127830,130931,4682,4777,4835,5830,4931,5079,0,735745,30134,0
110000,2,1.0,2.0,37,2,2,2,2,2,2,600,600,600,600,600,600,0,0,0,0,0,0,12,3600,0,1
280000,1,1.0,2.0,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,1
260000,2,2.0,1.0,35,-1,-1,-1,-1,-1,0,7967,67650,6000,0,88348,85962,67650,6000,0,88348,5000,25000,-5,255927,191998,0
390000,2,1.0,2.0,30,0,0,0,0,0,0,86124,89129,90294,92243,94186,97562,4300,3437,3346,3475,5000,10005,0,549538,29563,0
440000,2,1.0,2.0,28,0,0,0,0,0,0,67594,64042,62021,59545,48225,40049,3000,3000,5000,3000,3000,3000,0,341476,20000,0
170000,1,1.0,2.0,28,0,0,0,0,0,0,56061,57179,58450,58556,51671,51090,2051,2197,1934,1793,2500,2000,0,333007,12475,0
350000,1,1.0,1.0,57,0,0,0,0,0,0,262719,269742,263086,269832,271763,276224,11500,18000,11000,11500,14000,12000,0,1613366,78000,0
260000,1,2.0,1.0,37,0,0,0,0,0,0,128602,118109,21557,23186,14117,15797,3203,6015,5055,2011,4078,4522,0,321368,24884,0
180000,1,1.0,1.0,49,-1,-1,2,2,-2,-2,1092,1733,1405,-434,-434,-434,1733,0,0,0,0,0,-2,2928,1733,1
300000,1,1.0,1.0,46,-1,-1,-1,-1,-1,-1,132760,1968,4436,839,5792,7053,1977,4458,862,5821,7088,9647,-6,152848,29853,0
150000,2,1.0,2.0,32,2,2,2,2,0,0,118348,120800,123379,122881,123954,131543,5900,6000,3000,4600,9800,5100,8,740905,34400,1
70000,1,2.0,1.0,45,0,0,0,0,0,0,31218,32321,41713,42233,43288,46001,1608,10000,1511,1735,3600,0,0,236774,18454,1
80000,2,1.0,1.0,45,1,2,0,0,2,0,74081,72329,74409,78180,76831,79570,0,3300,5600,0,4000,4000,5,455400,16900,1
80000,1,2.0,1.0,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,3000,0,0,0,0,0,-9,0,3000,0
80000,2,1.0,1.0,39,1,2,2,2,0,0,21340,22389,23017,22349,22791,23331,1700,1280,0,814,905,30331,7,135217,35030,0
80000,2,2.0,2.0,24,0,0,0,0,0,0,77615,77303,66396,55639,56873,58390,3100,2586,2000,2500,3000,2500,0,392216,15686,0
240000,1,3.0,1.0,48,0,0,0,0,0,0,111990,125109,129014,131864,134744,138504,15000,6000,5000,5000,6000,6000,0,771225,43000,0
360000,1,1.0,1.0,32,0,0,0,0,0,0,120533,124530,128518,134368,135626,134864,6000,6000,8000,4918,5000,3300,0,778439,33218,0
130000,2,3.0,1.0,44,0,0,0,0,0,0,129329,123615,107284,54656,22534,8754,4505,3577,1231,2534,5012,2531,0,446172,19390,0
240000,1,1.0,1.0,29,-1,-1,-1,-2,-1,-1,17882,367,-4661,-23,4638,2500,403,4838,4638,4661,2500,0,-7,20703,17040,0
50000,2,1.0,2.0,23,0,0,-1,0,0,0,9861,6486,2636,4652,6390,8880,1000,2636,2500,2128,2880,390,-1,38905,11534,0
230000,2,3.0,1.0,37,1,-2,-2,-2,-1,-1,0,0,0,0,2533,0,0,0,0,2533,0,500,-7,2533,3033,0
400000,2,3.0,1.0,46,-1,-1,2,0,0,-1,260,58257,42948,25962,15316,6813,60064,42,1202,9,6813,4682,-1,149556,72812,1
90000,2,2.0,2.0,25,0,-1,-1,-1,-1,-1,27658,11865,4602,28426,8978,5104,6708,8853,28990,9028,5119,428,-5,86633,59126,0
50000,1,2.0,1.0,47,0,0,0,0,0,0,48308,48019,48647,26894,10875,15878,2200,2068,3048,418,12004,5001,0,198621,24739,0
20000,1,2.0,2.0,53,0,0,0,0,0,0,17053,18952,15732,17330,17150,18150,2219,2000,2000,1000,1000,0,0,104367,8219,1
500000,1,1.0,1.0,42,-1,-1,-1,-1,-1,-1,29365,94120,36511,18323,7865,7960,94135,36575,18323,13445,9016,7077,-6,194144,178571,0
30000,2,1.0,2.0,28,2,2,4,4,4,4,37,37,37,37,37,37,0,0,0,0,0,0,20,222,0,0
360000,1,1.0,1.0,33,-1,-1,-1,-1,-1,-1,2040,894,1228,746,2153,307,897,1234,749,2163,308,298,-6,7368,5649,0
360000,1,1.0,2.0,39,-1,-1,-1,-1,-2,-2,2758,1448,3740,0,0,0,1448,3740,0,0,0,3942,-8,7946,9130,0
20000,1,1.0,2.0,22,0,0,0,0,0,0,16620,17446,18534,19145,19547,19947,2000,2000,1278,1000,1000,764,0,111239,8042,0
180000,1,2.0,2.0,25,0,0,0,0,0,-1,4236,5230,6570,7192,6437,12499,2001,2000,1018,6154,12527,5016,-1,42164,28716,0
20000,1,1.0,2.0,24,0,0,0,0,0,0,13359,14438,15461,16200,16936,17273,1300,1270,1000,1000,619,800,0,93667,5989,1
220000,2,1.0,2.0,28,0,0,0,0,0,0,44109,32978,30415,28038,25669,16003,5000,13500,14000,13500,13500,15550,0,177212,75050,0
450000,2,2.0,1.0,39,-1,0,0,-2,-2,-2,810,1810,0,0,0,0,1000,0,0,0,0,1040,-7,2620,2040,0
190000,1,2.0,1.0,39,0,0,0,0,0,0,144414,145572,142816,145463,147475,149853,7000,6000,6000,5500,6000,5500,0,875593,36000,0
80000,2,2.0,1.0,47,0,0,2,0,0,0,77714,79049,79206,78031,78293,78870,5000,3000,3000,3000,3000,5000,2,471163,22000,1
50000,1,2.0,2.0,25,0,0,0,0,0,0,49899,35200,29447,19980,10400,0,1679,2438,1700,1000,0,0,0,144926,6817,0
70000,2,3.0,2.0,42,0,0,0,0,0,0,69470,70279,70207,30348,28320,28704,3085,2808,2455,1337,2000,882,0,297328,12567,0
70000,1,3.0,1.0,47,0,0,0,0,0,0,67670,62529,59024,26008,28210,18296,2730,2490,1000,5746,2000,143,0,261737,14109,0
120000,2,2.0,1.0,57,-2,-2,-2,-2,-2,-2,0,644,377,0,0,0,644,377,0,0,0,0,-12,1021,1021,0
250000,2,1.0,1.0,37,0,0,0,0,0,0,13504,13486,14261,7019,7062,7242,1267,1310,232,238,279,122,0,62574,3448,0
20000,1,1.0,2.0,22,-1,0,0,0,0,0,7268,12946,8811,9638,11740,11047,11500,6074,9000,5000,6047,1000,-1,61450,38621,0
500000,1,2.0,2.0,35,0,0,0,0,0,0,207237,224007,275615,220088,216482,136086,20001,30168,6022,6375,5005,5000,0,1279515,72571,0
70000,2,2.0,1.0,62,2,2,2,0,0,0,70457,73562,71818,70579,33946,34701,6454,0,3075,1214,1301,1626,6,355063,13670,1
100000,2,1.0,2.0,30,0,0,0,0,0,0,90375,81572,71451,68530,66844,65820,3007,3200,3000,3500,2600,2500,0,444592,17807,0
360000,2,1.0,1.0,48,1,-1,-1,-2,-2,-2,491,3670,-114,-200,-200,-200,3700,0,0,0,0,0,-7,3447,3700,1
90000,1,1.0,2.0,33,-1,-1,2,-1,-1,2,1650,721,421,2754,309,159,721,0,2833,1000,0,2000,0,6014,6554,0
410000,1,1.0,2.0,27,0,-1,-1,0,-1,-1,7189,15646,15678,40512,17884,34251,16090,16076,40203,17974,34518,369,-4,131160,125230,0
60000,1,2.0,1.0,35,0,0,0,2,2,2,10560,11312,13050,12578,14008,13179,1200,1900,0,1600,0,500,6,74687,5200,1
200000,2,2.0,1.0,41,-2,-2,-2,-2,-2,-2,23570,735,0,0,0,0,742,0,0,0,0,0,-12,24305,742,1
80000,1,3.0,2.0,30,0,0,0,0,0,0,78010,5976,5812,4788,3758,3812,1106,1060,154,147,127,52,0,102156,2646,1
50000,1,1.0,2.0,23,4,3,2,0,0,2,27101,26431,14109,9417,9952,9165,88,12,473,825,323,10000,11,96175,11721,0
430000,1,1.0,1.0,51,0,-1,-1,-1,0,-1,4704,9714,13247,27555,17389,2919,9723,13298,27570,0,2919,96117,-4,75528,149627,0
20000,1,1.0,2.0,33,1,2,2,2,2,2,17971,17399,19057,18453,19755,19288,0,2260,0,1600,0,644,11,111923,4504,0
500000,1,1.0,2.0,33,-1,-1,-1,-1,-1,-1,3933,5924,39167,4683,7222,35746,5954,39373,4706,7259,35924,5750,-6,96675,98966,0
50000,1,1.0,2.0,23,0,0,0,0,0,0,48954,35213,33404,18727,13793,19354,2000,4005,1000,1000,6000,1000,0,169445,15005,0
210000,2,2.0,2.0,23,0,0,0,0,0,0,9987,14769,16658,21032,19497,3510,5000,5000,5000,8000,2000,4209,0,85453,29209,0
50000,2,1.0,2.0,25,0,0,0,0,0,0,30587,30440,30367,30621,30150,30246,1800,1900,1800,1500,1450,1500,0,182411,9950,0
400000,1,3.0,2.0,49,0,0,-2,-2,-1,0,36560,0,0,0,1757,21667,0,0,0,1757,20000,10158,-5,59984,31915,0
20000,2,2.0,2.0,34,0,0,0,0,0,0,19727,20330,20199,19609,19957,2361,2000,1200,0,348,0,420,0,102183,3968,0
240000,1,1.0,2.0,48,1,3,4,3,2,0,180189,191054,192447,188156,183299,180090,15281,6000,0,0,9013,6183,13,1115235,36477,0
360000,1,2.0,2.0,31,0,0,0,0,0,0,34831,29791,19013,17929,20759,3436,5059,1383,2000,3030,2009,2018,0,125759,15499,0
330000,2,1.0,2.0,34,-1,-1,-1,-1,-1,-1,1406,1467,2599,17064,70464,-6053,1488,2599,17064,70464,0,232972,-6,86947,324587,0
50000,1,3.0,1.0,42,0,0,0,0,0,0,50708,44610,44043,28557,27903,29164,1872,1566,983,1027,3000,999,0,224985,9447,0
20000,1,2.0,2.0,23,2,0,0,2,0,0,15789,16831,20404,19621,14051,0,1610,4183,0,281,0,0,4,86696,6074,1
150000,2,1.0,1.0,54,0,0,0,0,0,0,152059,150510,152228,141778,142694,145622,7100,5800,5300,5200,5300,5600,0,884891,34300,0
50000,1,2.0,2.0,35,0,0,0,0,0,0,48064,49399,49943,18568,18740,19036,2500,2000,1000,1000,1000,1000,0,203750,8500,0
200000,2,1.0,2.0,26,0,0,0,0,0,0,203025,201474,158869,145723,139960,142193,10010,10000,7000,6000,5500,6000,0,991244,44510,0
80000,1,1.0,2.0,35,1,-1,2,-1,-1,-1,0,4117,3370,5018,950,-3827,4117,0,5018,0,0,7654,-1,9628,16789,1
20000,2,2.0,2.0,31,0,0,0,0,0,0,16569,22372,25285,24669,20899,11968,11000,5000,0,418,5000,3816,0,121762,25234,0
80000,1,1.0,2.0,31,0,0,0,0,0,0,46516,30122,24099,7764,4804,10221,15029,5048,229,303,6018,500,0,123526,27127,0
160000,1,3.0,1.0,62,0,0,0,0,0,-2,37615,38707,40460,41149,-1,-1,1700,2400,2000,0,0,0,-2,157929,6100,0
30000,2,2.0,2.0,23,1,2,2,2,2,2,11174,11989,12997,12491,13374,13017,1300,1500,0,1090,0,2000,11,75042,5890,1
80000,2,2.0,1.0,49,1,2,2,2,2,2,42053,40185,42887,31745,32211,25836,0,3500,0,4500,0,1500,11,214917,9500,0
50000,1,3.0,2.0,34,0,0,0,0,0,0,44036,35498,33043,25556,24389,25436,4500,4000,3000,2500,4000,2500,0,187958,20500,0
70000,2,1.0,2.0,22,3,2,2,0,0,0,71501,71769,68530,29959,29315,28805,1966,49,1168,1032,1200,1200,7,299879,6615,0
90000,2,1.0,2.0,27,0,0,0,0,0,0,85822,83206,74030,70198,71330,65479,3327,3471,3199,2964,2718,2087,0,450065,17766,0
310000,2,2.0,2.0,35,0,0,0,0,0,0,184404,180576,175348,139525,139156,115785,6225,5808,4312,4427,4524,4263,0,934794,29559,0
200000,1,2.0,1.0,31,-1,-1,-1,-1,-1,-2,6961,3848,4581,610,0,0,3853,4581,612,0,0,0,-7,16000,9046,0
200000,1,1.0,1.0,44,-1,-1,-1,-1,-2,-2,3983,4884,3165,0,0,0,4884,3165,0,0,0,0,-8,12032,8049,0
20000,2,2.0,1.0,44,0,0,0,0,2,0,12346,13615,13674,27524,13490,15261,1500,2000,2500,500,2000,5000,2,95910,13500,0
230000,2,2.0,1.0,36,0,0,0,2,0,0,3745,4632,4979,631,1635,10244,3000,2023,0,1004,10019,1141,2,25866,17187,0
230000,1,2.0,1.0,33,1,-1,-1,-1,-1,-1,0,1427,0,198,0,525,1427,0,198,0,525,0,-4,2150,2150,0
320000,1,1.0,1.0,40,-1,-1,-1,-1,-1,0,22155,10853,33968,86024,232017,15622,10908,34151,86466,232242,3199,7500,-5,400639,374466,0
80000,2,1.0,2.0,23,-1,-1,-2,-1,-1,-1,326,-326,0,652,0,326,0,652,652,0,326,652,-7,978,2282,0
240000,2,2.0,1.0,29,0,0,0,0,0,0,81274,83030,84945,65601,66901,68086,3101,3385,2377,2387,2472,2475,0,449837,16197,0
490000,1,2.0,2.0,42,0,0,0,0,0,0,455520,464727,477884,488808,427064,436172,16100,20000,19000,16000,16000,15000,0,2750175,102100,0
370000,1,4.0,1.0,28,0,-1,-1,-1,-1,-1,64268,2868,3788,9424,2468,2468,2868,100332,9456,2468,2468,2468,-5,85284,120060,0
100000,2,1.0,2.0,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0
290000,2,2.0,1.0,53,-1,-1,-1,-1,-1,-1,1538,199,1440,1017,3798,4898,199,1440,1017,3798,4898,5034,-6,12890,16386,0
320000,1,1.0,1.0,44,-1,-1,-1,-1,-1,-1,7500,8500,7500,7500,7500,7500,8500,7500,7500,7500,7500,7500,-6,46000,46000,0
200000,2,1.0,2.0,29,-1,-1,-1,-1,-1,-1,5624,2519,2519,2519,13137,566,2519,2519,2519,13137,566,416,-6,26884,21676,0
160000,1,3.0,2.0,38,1,-2,-2,-1,0,0,0,0,0,700,700,0,0,0,700,0,0,0,-4,1400,700,0
160000,2,1.0,2.0,27,0,0,-2,-1,-1,-1,13234,0,6000,15866,4168,2067,0,6000,15866,4168,2067,11826,-5,41335,39927,0
30000,2,2.0,2.0,22,-1,2,2,2,2,2,11222,11738,13255,14380,14081,10796,1000,2000,1670,551,0,500,9,75472,5721,1
130000,2,1.0,2.0,28,-2,-2,-2,-2,-1,-1,9821,8582,0,0,1170,0,8611,0,0,1170,0,1070,-10,19573,10851,1
260000,2,1.0,2.0,29,-2,-2,-2,-2,-1,-1,1476,1476,1476,1476,20976,1476,1476,1476,1476,20976,1476,1476,-10,28356,28356,0
350000,2,1.0,2.0,27,0,0,0,0,0,0,83415,76562,64995,61464,44664,51550,4000,3312,4050,1165,20055,20076,0,382650,52658,0
360000,2,1.0,2.0,26,-2,-2,-2,-2,-2,-2,2741,-59,-59,11868,-2,450,0,0,11927,0,452,3818,-12,14939,16197,0
240000,2,2.0,2.0,48,0,0,0,0,0,0,234312,231407,233781,220150,190170,194018,9454,10128,8012,6500,7000,7000,0,1303838,48094,1
90000,1,2.0,1.0,37,1,2,2,0,0,-2,61584,62983,61107,61976,326,476,3000,0,3000,326,476,476,3,248452,7278,1
50000,1,3.0,2.0,26,0,0,0,-2,-2,-2,50419,40200,0,0,0,0,1000,0,0,0,0,0,-6,90619,1000,1
150000,1,1.0,2.0,46,0,0,0,0,0,0,69627,49082,50170,46725,100503,54798,5000,3000,3000,5000,10000,5000,0,370905,31000,0
500000,2,1.0,1.0,54,-1,-1,-1,-1,0,0,6259,2937,10410,30016,8014,2630,2962,10457,30026,26,13,2283,-4,60266,45767,1
140000,2,2.0,1.0,34,0,0,0,0,0,0,15550,17780,18226,19915,20891,21542,2500,1500,2000,1300,1000,1500,0,113904,9800,0
50000,2,4.0,2.0,23,0,0,0,0,0,0,48473,49454,47893,30707,50741,49663,2100,2021,1562,26004,1800,2000,0,276931,35487,0
360000,2,2.0,2.0,46,1,2,0,0,0,0,361863,343268,285707,271529,276759,279953,0,11426,9781,10370,13899,9952,3,1819079,55428,0
80000,1,1.0,2.0,28,-1,-1,0,0,0,0,198,734,1580,2338,3140,3907,734,1044,1000,2000,1500,800,-2,11897,7078,0
100000,1,3.0,1.0,30,2,2,2,2,0,0,68436,66783,74555,72759,74131,75603,0,9557,0,2700,2707,3120,8,432267,18084,1
30000,2,2.0,2.0,27,-1,-1,2,0,-1,2,27772,30461,29325,21449,29709,29086,3136,0,0,29709,0,1576,1,167802,34421,0
210000,1,2.0,2.0,25,0,0,-2,-1,0,0,13899,-9,-9,3231,125140,124880,0,0,3240,125009,5009,5013,-3,267132,138271,0
110000,2,2.0,1.0,38,0,0,0,0,0,0,105433,107065,103690,105447,97096,77197,4008,3920,4031,4000,3000,2810,0,595928,21769,0
360000,2,2.0,1.0,34,0,0,0,0,0,0,80540,83715,70881,53344,47058,8674,3933,2001,1318,1134,216,0,0,344212,8602,0
160000,2,2.0,1.0,41,0,0,0,0,0,0,13512,13453,13420,13873,13833,13818,1206,1329,1098,374,400,364,0,81909,4771,0
50000,2,3.0,2.0,35,-1,-1,-1,-1,-1,-1,3123,1326,2866,4406,2821,1854,1326,2866,4406,2821,1854,1688,-6,16396,14961,0
230000,2,2.0,1.0,46,-1,-1,0,0,0,0,207,4090,5848,6849,9331,12687,4999,2655,1919,3400,3920,6655,-2,39012,23548,0
20000,1,2.0,1.0,31,0,0,0,0,0,0,3769,4782,5797,6654,6786,7077,1239,1254,1111,243,400,252,0,34865,4499,1
160000,1,1.0,2.0,25,0,0,0,0,0,0,85748,86473,89120,88854,84598,86309,4000,5000,3096,3100,4000,5000,0,521102,24196,0
190000,1,2.0,2.0,38,0,0,0,0,-1,-1,3816,4575,5029,6494,678,11928,1100,1300,2000,678,11514,0,-2,32520,16592,0
140000,1,3.0,1.0,36,0,0,0,0,0,0,100594,78372,91502,90859,88616,88450,3000,30000,4000,4000,3400,3300,0,538393,47700,0
360000,2,1.0,1.0,31,-2,-2,-2,-1,0,-1,-5,-5,-5,4232,3189,7511,0,0,4237,16,7548,4105,-8,14917,15906,0
500000,1,3.0,2.0,44,0,-1,-1,-1,-1,0,16179,1520,2031,2593,45858,161299,2029,5262,3023,45868,130586,5024,-4,229480,191792,0
50000,2,1.0,2.0,26,-1,0,0,0,-2,-2,5310,34105,34536,0,0,0,29000,1000,0,0,0,0,-5,73951,30000,1
380000,1,2.0,1.0,40,0,0,0,0,-1,-1,31526,51255,63052,0,1184,21852,21255,13052,0,1184,21852,40534,-2,168869,97877,0
150000,2,2.0,2.0,38,0,0,0,0,0,0,26495,24906,6763,6581,6733,6882,1291,1101,1098,250,247,300,0,78360,4287,0
210000,1,2.0,1.0,45,0,0,0,0,0,0,56024,57148,58338,59529,60720,61980,1836,1897,1936,1952,2013,9062,0,353739,18696,1
70000,2,2.0,1.0,34,2,2,2,2,2,2,16965,17398,18310,18611,18966,19403,1000,1500,900,800,900,2000,12,109653,7100,1
90000,2,2.0,2.0,42,0,0,0,-1,-1,-1,92837,95413,94460,10031,11243,3343,4500,2000,10061,11277,3808,14741,-3,307327,46387,0
200000,1,2.0,2.0,30,-1,-1,-1,-1,-1,-1,15140,18028,16456,15370,14966,16230,18044,16474,15392,14972,16240,14960,-6,96190,96082,0
210000,1,2.0,2.0,37,0,0,0,0,0,0,18896,19777,20803,21816,22250,22716,1500,1350,1363,797,825,829,0,126258,6664,0
170000,1,1.0,2.0,28,0,0,0,0,0,0,145584,125746,127407,146833,64268,58970,6500,5609,70000,2700,2200,2200,0,668808,89209,0
80000,1,1.0,2.0,33,0,0,0,0,-2,-1,59796,60722,31023,-2639,-2787,34732,5000,14016,0,2000,38000,6000,-3,180847,65016,0
50000,1,2.0,2.0,27,0,0,0,0,0,0,17831,18139,18777,19662,19348,19355,1295,1323,1598,674,690,855,0,113112,6435,0
50000,2,3.0,2.0,27,2,0,-1,-1,-2,-2,49929,49667,780,0,0,0,1750,780,0,0,0,0,-4,100376,2530,0
180000,2,2.0,2.0,27,0,0,0,0,-1,-1,16996,9049,9744,8907,557,0,1249,1144,1907,557,0,0,-2,45253,4857,0
20000,2,1.0,2.0,24,-1,-1,-1,-1,-1,-1,440,4023,440,440,440,440,4023,440,440,440,440,440,-6,6223,6223,0
80000,2,1.0,2.0,31,-1,-1,-1,-1,-1,-1,5759,8395,1768,4284,7202,2014,8414,1775,4284,7202,2014,5218,-6,29422,28907,0
150000,2,4.0,1.0,34,0,0,0,0,0,0,83000,88000,93000,98000,100000,0,5000,5000,5000,2000,0,0,0,462000,17000,0
50000,2,2.0,2.0,36,2,0,0,0,0,0,42380,40288,32631,29968,29092,29977,1901,1744,1027,1033,1345,1000,2,204336,8050,1
80000,2,1.0,2.0,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0
130000,2,2.0,1.0,45,0,0,0,0,-2,-2,126840,116746,59839,0,0,0,5298,2606,0,0,0,0,-4,303425,7904,0
260000,1,1.0,2.0,52,-1,-1,-1,-1,-1,0,582,0,582,291,4471,5394,0,582,291,4471,1000,1000,-5,11320,7344,0
240000,1,2.0,2.0,38,0,0,0,0,0,0,167544,168609,172591,145144,141134,127242,8400,10000,7500,5600,5500,4600,0,922264,41600,0
120000,2,2.0,2.0,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,1
200000,2,1.0,1.0,40,-2,-2,-2,-2,-2,-2,0,0,2479,0,0,0,0,2479,0,0,0,0,-12,2479,2479,0
50000,2,3.0,2.0,36,0,0,0,0,0,0,49889,50326,50687,37200,29838,30062,1952,1703,1444,1027,1053,1077,0,248002,8256,0
60000,1,2.0,1.0,41,0,0,0,0,0,0,47963,81071,41153,42268,32692,30892,2308,3980,2000,2000,2000,2000,0,276039,14288,0
90000,2,2.0,1.0,44,0,0,0,0,0,0,82253,88238,83204,81645,84629,87981,8238,3200,3000,5000,5000,3000,0,507950,27438,0
170000,2,3.0,2.0,29,-1,-1,-1,-2,-2,-2,14460,738,0,0,0,0,738,0,0,0,0,0,-9,15198,738,0
320000,1,1.0,1.0,48,2,2,2,2,2,2,206732,201932,215392,218370,220977,225021,0,18300,8000,7700,7700,0,12,1288424,41700,1
180000,2,1.0,2.0,30,0,0,0,0,0,-2,7808,4511,3435,5345,2018,164,1198,1099,2009,2024,164,2159,-2,23281,8653,0
150000,1,3.0,1.0,50,0,0,0,0,0,0,88900,91812,92411,94416,96328,74550,4161,2971,3151,3200,3990,0,0,538417,17473,0
10000,1,1.0,2.0,23,-1,2,-1,-1,-1,-1,780,390,390,0,780,0,0,390,0,780,0,0,-3,2340,1170,1
70000,2,3.0,1.0,47,1,2,2,2,2,2,29386,31596,32492,33163,32334,34647,3000,1700,1500,0,3000,1402,11,193618,10602,0
100000,2,2.0,1.0,40,-1,-1,0,0,0,-1,10228,50764,52520,24550,5973,57200,50836,39033,524,18,57227,422,-3,201235,148060,0
200000,2,4.0,2.0,34,-1,-1,-2,-2,-2,-1,6093,4297,15765,3997,4931,429,4310,15818,4009,4945,429,0,-9,35512,29511,0
50000,2,2.0,1.0,33,1,2,0,0,-2,-2,7642,3273,4166,0,0,0,0,1000,0,0,0,0,-1,15081,1000,1
360000,2,1.0,1.0,38,-2,-2,-2,-2,-2,-2,2410,7830,4024,6643,1947,2066,7954,4044,6715,1956,2076,2003,-12,24920,24748,0
120000,1,1.0,2.0,33,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,291,-6,1746,1746,0
20000,1,1.0,1.0,44,0,0,0,0,0,0,18091,17237,16419,17144,17855,18567,1600,1600,1300,1000,1000,950,0,105313,7450,1
220000,2,1.0,1.0,43,0,0,0,0,0,0,64792,65463,66834,68221,69576,71035,2344,2427,2500,2490,2580,2593,0,405921,14934,0
130000,1,3.0,1.0,54,-1,-1,-1,-2,-1,-1,193,2499,0,0,428,150,2520,0,0,428,150,285,-7,3270,3383,0
500000,1,1.0,1.0,43,0,0,0,0,0,0,124362,126860,129576,129863,120781,98163,4567,4787,4745,4256,3321,3326,0,729605,25002,0
450000,1,3.0,1.0,58,-1,-1,-1,-1,-1,-1,8940,6239,5535,9856,819,863,6271,5740,9905,823,867,2488,-6,32252,26094,0
140000,2,2.0,1.0,34,-1,0,0,0,0,0,56702,53584,54794,55951,57103,58210,3000,3000,3000,3000,2500,2500,-1,336344,17000,0
